file,lines,maxDist,minDist,meanDist,difDist,sumDist,maxTime,minTime,meanTime,difTime,sumTime
1996635079.csv,10595,0.026350590973046293,0.0,0.004062230835619415,0.026350590973046293,43.0393357033877,1.4833333333333343,0.016666666666623087,0.02357781133975206,1.4666666666667112,249.78333333333333
1996638157.csv,14317,0.024570664141103392,0.0,0.003044935607037018,0.024570664141103392,43.594343085948985,0.016666666666708352,0.016666666666623087,0.016666666666666666,8.526512829121202e-14,238.6
1996639909.csv,2246,0.02642077567716421,0.0,0.019012049878951266,0.02642077567716421,42.70106402812454,0.7333333333333201,0.016666666666623087,0.10881217520415738,0.716666666666697,244.28333333333333
1996640892.csv,10298,0.02902167846058224,0.0,0.00420761443077957,0.02902167846058224,43.330013408168014,0.14999999999994884,0.016666666666623087,0.02352950697614192,0.13333333333332575,242.28333333333333
1996641282.csv,2100,0.169400719373713,0.0,0.02038411142141585,0.169400719373713,42.80663398497329,1.8999999999999997,0.016666666666623087,0.09996029855486738,1.8833333333333766,209.81666666666663
1996642566.csv,13443,0.015180600737130701,0.0,0.003179874101303277,0.015180600737130701,42.74704754381995,0.03333333333335986,0.016666666666623087,0.01667162624609433,0.016666666666736774,224.1
1996643116.csv,1973,0.0460932344681208,0.0,0.021543658481342296,0.0460932344681208,42.50563818368835,0.19999999999998863,0.01666666666665151,0.1107420554428668,0.18333333333333712,218.38333333333333
1996643418.csv,2499,0.02854961397103092,0.0,0.017080409756854945,0.02854961397103092,42.683943982380505,0.6000000000000227,0.016666666666623087,0.10417000266880169,0.5833333333333997,260.21666666666664
1996643552.csv,5789,0.11057407103046094,0.0,0.007347391404035178,0.11057407103046094,42.534048837959645,0.5666666666666913,0.0,0.0358241188666206,0.5666666666666913,207.35
1996644614.csv,13895,0.010671396686658834,0.0,0.003079853181669474,0.010671396686658834,42.794559959297345,0.016666666666708352,0.016666666666623087,0.016666666666666663,8.526512829121202e-14,231.56666666666663
1996646766.csv,2066,0.027776775872038976,0.0,0.02060447064737051,0.027776775872038976,42.568836357467475,0.19999999999998863,0.016666666666623087,0.10638418079096044,0.18333333333336554,219.6833333333333
1996647099.csv,2638,0.03736926084816212,0.0,0.01614633515130709,0.03736926084816212,42.594032129148104,1.4,0.016666666666623087,0.11385412716470736,1.3833333333333768,300.2333333333333
1996648961.csv,10779,0.009040584168015325,0.0,0.003974427580751512,0.009040584168015325,42.840354892920544,0.01666666666667993,0.016666666666637298,0.016666666666666666,4.263256414560601e-14,179.63333333333333
1996650073.csv,15928,0.01349548765300949,0.0,0.0027196151653514004,0.01349548765300949,43.318030353717106,0.016666666666708352,0.016666666666623087,0.016666666666666666,8.526512829121202e-14,265.45
1996650238.csv,13511,0.014420055415694107,0.0,0.0031746001296558456,0.014420055415694107,42.89202235178013,0.016666666666708352,0.016666666666623087,0.016666666666666663,8.526512829121202e-14,225.16666666666663
1996651174.csv,2008,0.026120077282933675,0.0,0.021169499317559626,0.026120077282933675,42.50835462965973,0.19999999999998863,0.016666666666623087,0.10271549576482313,0.18333333333336554,206.15
1996651192.csv,2251,0.03485826139747516,0.0,0.01892931010838962,0.03485826139747516,42.60987705398504,0.7333333333333343,0.016666666666623087,0.10045925925925926,0.7166666666667112,226.03333333333333
1996652611.csv,2211,0.031579613304791684,0.0,0.019303819243803203,0.031579613304791684,42.68074434804888,0.3166666666666629,0.016666666666623087,0.11369532428355958,0.3000000000000398,251.26666666666668
1996653040.csv,2728,0.03427323284606234,0.0,0.01571699716969367,0.03427323284606234,42.87596827892433,0.3166666666666913,0.016666666666623087,0.11391639163916391,0.3000000000000682,310.65
